Y,red,green,blue,ir_1,vis_1,ir_3,vis_3,E
0,99.0,91.0,131.0,22398.0,6281.0,1001.0,272.0,0
0,104.0,109.0,129.0,30151.0,6746.0,950.0,310.0,0
0,98.0,48.0,119.0,17560.0,4740.0,892.0,199.0,0
1,69.0,78.0,88.0,17286.0,2962.0,542.0,112.0,0
1,97.0,38.0,87.0,19471.0,3645.0,703.0,158.0,0
1,128.0,104.0,141.0,27875.0,5905.0,1130.0,286.0,0
0,124.0,97.0,114.0,31450.0,6462.0,1295.0,242.0,0
1,110.0,83.0,99.0,26958.0,4764.0,850.0,193.0,0
1,90.0,58.0,117.0,17764.0,4805.0,715.0,129.0,0
0,81.0,86.0,103.0,22419.0,5833.0,982.0,223.0,0
0,109.0,98.0,88.0,25328.0,5178.0,1222.0,159.0,0
1,95.0,64.0,117.0,16716.0,4075.0,714.0,195.0,0
1,123.0,89.0,89.0,27623.0,5342.0,859.0,158.0,0
0,61.0,99.0,124.0,19992.0,5763.0,908.0,267.0,0
1,114.0,80.0,98.0,23005.0,5609.0,901.0,160.0,0
1,81.0,79.0,100.0,16484.0,4642.0,720.0,164.0,0
0,61.0,45.0,117.0,13358.0,3838.0,565.0,173.0,0
1,84.0,95.0,129.0,16108.0,5304.0,652.0,185.0,0
0,80.0,79.0,87.0,18842.0,4108.0,863.0,173.0,0
0,112.0,51.0,131.0,23911.0,5275.0,1135.0,237.0,0
1,106.0,121.0,120.0,24258.0,5963.0,874.0,215.0,0
0,132.0,71.0,143.0,27562.0,6492.0,1288.0,321.0,0
1,137.0,42.0,120.0,28260.0,4860.0,822.0,172.0,0
0,111.0,75.0,115.0,23945.0,5799.0,1229.0,224.0,0
0,57.0,93.0,103.0,17190.0,4876.0,864.0,225.0,0
0,139.0,89.0,124.0,29806.0,6802.0,1346.0,305.0,0
0,132.0,63.0,111.0,25486.0,5298.0,994.0,251.0,0
0,115.0,47.0,97.0,21710.0,4460.0,796.0,192.0,0
1,66.0,67.0,119.0,17212.0,3935.0,567.0,142.0,0
1,109.0,112.0,105.0,26922.0,5818.0,842.0,198.0,0
0,90.0,42.0,121.0,22451.0,4651.0,785.0,213.0,0
0,94.0,92.0,104.0,20068.0,4891.0,1111.0,222.0,0
0,113.0,88.0,100.0,28486.0,5685.0,1182.0,237.0,0
0,131.0,61.0,119.0,24447.0,5115.0,1175.0,237.0,0
1,87.0,112.0,126.0,21169.0,5529.0,910.0,226.0,0
1,102.0,88.0,88.0,19536.0,5534.0,681.0,199.0,0
1,105.0,75.0,141.0,26578.0,6600.0,871.0,188.0,0
1,111.0,70.0,109.0,20255.0,4553.0,703.0,155.0,0
1,67.0,78.0,106.0,17912.0,4837.0,561.0,153.0,0
0,128.0,85.0,123.0,27087.0,6392.0,1003.0,254.0,0
0,112.0,91.0,109.0,21451.0,5249.0,1057.0,273.0,0
1,50.0,80.0,103.0,14874.0,4539.0,525.0,162.0,0
0,139.0,64.0,99.0,30171.0,5577.0,1040.0,211.0,0
0,72.0,84.0,107.0,17708.0,5123.0,721.0,225.0,0
1,151.0,50.0,110.0,29686.0,5610.0,873.0,191.0,0
1,104.0,75.0,115.0,25486.0,5118.0,803.0,184.0,0
0,81.0,79.0,116.0,21463.0,4541.0,891.0,196.0,0
0,110.0,135.0,127.0,25991.0,7315.0,1306.0,344.0,0
1,96.0,43.0,106.0,19208.0,4331.0,624.0,151.0,0
0,78.0,65.0,99.0,16554.0,4848.0,719.0,199.0,0
1,71.0,59.0,99.0,14197.0,3512.0,647.0,143.0,0
1,66.0,73.0,110.0,17279.0,5033.0,594.0,171.0,0
0,102.0,117.0,102.0,27711.0,5665.0,1135.0,276.0,0
1,104.0,86.0,89.0,23552.0,4668.0,805.0,174.0,0
1,59.0,72.0,102.0,16048.0,4910.0,661.0,167.0,0
0,103.0,76.0,133.0,22019.0,5217.0,955.0,262.0,0
1,115.0,81.0,86.0,25101.0,5131.0,952.0,164.0,0
0,115.0,68.0,96.0,26349.0,4136.0,1106.0,244.0,0
1,102.0,105.0,134.0,28550.0,6334.0,793.0,187.0,0
0,91.0,65.0,109.0,20452.0,5132.0,938.0,194.0,0
1,67.0,83.0,125.0,18528.0,5394.0,631.0,197.0,0
0,141.0,69.0,126.0,24539.0,5966.0,1181.0,317.0,0
0,98.0,129.0,122.0,25855.0,5505.0,1084.0,319.0,0
0,58.0,62.0,75.0,15354.0,3335.0,643.0,169.0,0
0,113.0,79.0,102.0,25417.0,6083.0,1103.0,194.0,0
1,105.0,51.0,119.0,20349.0,4990.0,718.0,145.0,0
0,85.0,64.0,131.0,20177.0,5233.0,993.0,243.0,0
1,143.0,84.0,91.0,29921.0,5094.0,1021.0,195.0,0
0,89.0,84.0,114.0,23070.0,5695.0,998.0,235.0,0
1,108.0,111.0,114.0,27769.0,6427.0,911.0,204.0,0
0,123.0,54.0,101.0,23719.0,4454.0,1063.0,198.0,0
1,123.0,91.0,126.0,28083.0,6593.0,1063.0,200.0,0
1,69.0,86.0,110.0,16446.0,4690.0,581.0,157.0,0
0,114.0,60.0,107.0,26012.0,5495.0,886.0,208.0,0
1,116.0,104.0,102.0,28525.0,5786.0,910.0,206.0,0
1,107.0,87.0,108.0,17847.0,5432.0,803.0,186.0,0
0,96.0,78.0,122.0,17711.0,4807.0,1035.0,275.0,0
1,109.0,78.0,86.0,22468.0,5222.0,662.0,140.0,0
1,84.0,82.0,101.0,19323.0,4878.0,639.0,211.0,0
1,103.0,65.0,114.0,21659.0,4903.0,760.0,168.0,0
0,97.0,62.0,109.0,14782.0,4671.0,932.0,249.0,0
0,109.0,75.0,82.0,23615.0,4747.0,997.0,192.0,0
0,52.0,92.0,125.0,17802.0,4415.0,898.0,224.0,0
1,66.0,99.0,98.0,16128.0,4184.0,671.0,164.0,0
1,130.0,89.0,103.0,24829.0,5581.0,907.0,165.0,0
0,112.0,57.0,113.0,28399.0,5044.0,887.0,197.0,0
1,105.0,61.0,118.0,25810.0,5382.0,818.0,188.0,0
0,87.0,67.0,131.0,21029.0,5443.0,877.0,257.0,0
1,117.0,52.0,81.0,20737.0,4298.0,705.0,164.0,0
0,53.0,97.0,111.0,16058.0,4868.0,954.0,246.0,0
0,102.0,61.0,79.0,18421.0,2903.0,856.0,161.0,0
1,127.0,66.0,100.0,25843.0,4272.0,708.0,160.0,0
1,106.0,115.0,113.0,24816.0,6732.0,864.0,219.0,0
0,147.0,91.0,79.0,30175.0,6247.0,1307.0,263.0,0
0,84.0,75.0,121.0,22913.0,5066.0,879.0,237.0,0
1,95.0,81.0,135.0,27367.0,5532.0,829.0,188.0,0
1,83.0,70.0,99.0,19348.0,4817.0,635.0,152.0,0
0,124.0,97.0,126.0,26478.0,5652.0,1160.0,301.0,0
0,127.0,66.0,106.0,26560.0,5746.0,969.0,246.0,0
1,66.0,78.0,110.0,17115.0,3824.0,512.0,168.0,0
0,105.0,32.0,111.0,19214.0,4725.0,787.0,181.0,0
0,95.0,63.0,104.0,22056.0,4189.0,965.0,232.0,0
1,104.0,48.0,92.0,19324.0,3656.0,695.0,117.0,0
1,93.0,56.0,113.0,16100.0,4451.0,732.0,167.0,0
1,79.0,99.0,110.0,19810.0,6143.0,822.0,243.0,0
1,100.0,107.0,98.0,23670.0,6002.0,850.0,173.0,0
0,72.0,74.0,86.0,19117.0,3896.0,791.0,162.0,0
0,115.0,63.0,105.0,22310.0,5358.0,935.0,247.0,0
1,105.0,86.0,107.0,25206.0,5275.0,931.0,205.0,0
1,114.0,71.0,112.0,21778.0,5505.0,622.0,164.0,0
1,60.0,97.0,115.0,20827.0,4682.0,673.0,194.0,0
0,126.0,76.0,90.0,26774.0,5398.0,1108.0,209.0,0
1,93.0,60.0,117.0,17830.0,5213.0,620.0,178.0,0
1,109.0,89.0,97.0,25074.0,5117.0,845.0,178.0,0
0,139.0,94.0,83.0,29677.0,5721.0,1419.0,260.0,0
1,90.0,71.0,105.0,24678.0,5616.0,629.0,149.0,0
0,91.0,33.0,97.0,17428.0,3711.0,796.0,165.0,0
0,82.0,112.0,88.0,22325.0,4769.0,842.0,209.0,0
1,107.0,93.0,110.0,23535.0,5749.0,974.0,198.0,0
0,132.0,101.0,130.0,27290.0,6599.0,1365.0,327.0,0
0,83.0,65.0,121.0,16687.0,4955.0,923.0,238.0,0
1,90.0,103.0,111.0,27625.0,5659.0,911.0,195.0,0
1,82.0,70.0,90.0,20313.0,4222.0,714.0,160.0,0
1,99.0,76.0,104.0,21054.0,5715.0,847.0,152.0,0
0,78.0,79.0,112.0,18715.0,5504.0,775.0,250.0,0
0,107.0,60.0,123.0,21163.0,5336.0,933.0,263.0,0
1,127.0,93.0,123.0,29905.0,6931.0,867.0,198.0,0
1,89.0,79.0,85.0,18867.0,3917.0,664.0,132.0,0
0,114.0,75.0,114.0,25266.0,5569.0,1044.0,234.0,0
0,119.0,79.0,130.0,28523.0,6069.0,1191.0,241.0,0
1,111.0,96.0,99.0,21281.0,6161.0,740.0,165.0,0
0,100.0,103.0,115.0,27389.0,5342.0,992.0,299.0,0
0,128.0,96.0,103.0,26925.0,4846.0,1308.0,234.0,0
1,99.0,68.0,97.0,18140.0,5321.0,832.0,155.0,0
0,128.0,60.0,118.0,25726.0,5321.0,1132.0,236.0,0
1,101.0,92.0,110.0,21347.0,6281.0,737.0,181.0,0
0,91.0,81.0,100.0,22803.0,4334.0,1051.0,264.0,0
1,92.0,80.0,132.0,22071.0,6108.0,717.0,207.0,0
0,59.0,88.0,104.0,14063.0,4363.0,819.0,244.0,0
1,136.0,104.0,98.0,29424.0,5008.0,976.0,219.0,0
1,108.0,79.0,118.0,25996.0,4431.0,713.0,172.0,0
1,96.0,88.0,80.0,19979.0,4612.0,701.0,152.0,0
1,66.0,92.0,100.0,19066.0,4316.0,590.0,155.0,0
0,90.0,57.0,123.0,20379.0,4364.0,831.0,232.0,0
0,99.0,44.0,101.0,20408.0,4307.0,753.0,206.0,0
0,123.0,98.0,105.0,30801.0,5786.0,1309.0,289.0,0
0,84.0,94.0,84.0,21009.0,4073.0,1048.0,204.0,0
1,158.0,65.0,135.0,27924.0,6229.0,1022.0,213.0,0
0,104.0,128.0,141.0,30855.0,6831.0,1402.0,301.0,0
0,113.0,68.0,96.0,22725.0,4708.0,1039.0,221.0,0
1,140.0,87.0,103.0,27809.0,5331.0,880.0,176.0,0
1,89.0,91.0,139.0,23358.0,6589.0,899.0,252.0,0
0,105.0,90.0,104.0,22448.0,5965.0,1033.0,242.0,0
0,99.0,89.0,91.0,26555.0,5672.0,1072.0,210.0,0
0,93.0,95.0,115.0,21477.0,5665.0,1266.0,287.0,0
0,75.0,78.0,121.0,18862.0,5053.0,909.0,233.0,0
1,127.0,72.0,130.0,26699.0,6172.0,805.0,188.0,0
1,106.0,100.0,118.0,28460.0,6774.0,850.0,228.0,0
0,76.0,67.0,110.0,20366.0,4542.0,876.0,197.0,0
0,114.0,73.0,119.0,24368.0,5223.0,1050.0,256.0,0
1,84.0,65.0,123.0,21179.0,4852.0,665.0,187.0,0
1,118.0,106.0,122.0,30258.0,5166.0,1025.0,198.0,0
1,152.0,66.0,111.0,28554.0,5122.0,807.0,182.0,0
1,145.0,73.0,84.0,27204.0,4546.0,963.0,176.0,0
0,72.0,61.0,98.0,18355.0,4059.0,600.0,128.0,0
0,126.0,104.0,97.0,30947.0,6242.0,1335.0,258.0,0
1,133.0,86.0,112.0,28100.0,4977.0,943.0,208.0,0
0,83.0,104.0,115.0,27593.0,6040.0,1000.0,267.0,0
1,82.0,57.0,86.0,15571.0,3490.0,761.0,131.0,0
0,102.0,91.0,98.0,23177.0,5273.0,944.0,229.0,0
