Y,red,green,blue,ir_1,vis_1,ir_3,vis_3,E
0,99.0,91.0,131.0,24803.0,6142.0,1023.0,291.0,0
0,104.0,109.0,129.0,26718.0,5943.0,1175.0,283.0,0
0,98.0,48.0,119.0,18679.0,3943.0,848.0,237.0,0
1,69.0,78.0,88.0,21078.0,3519.0,562.0,153.0,0
1,97.0,38.0,87.0,18133.0,4113.0,485.0,114.0,0
1,128.0,104.0,141.0,28371.0,8073.0,897.0,254.0,0
0,124.0,97.0,114.0,23858.0,6589.0,1099.0,290.0,0
1,110.0,83.0,99.0,21630.0,5131.0,761.0,152.0,0
1,90.0,58.0,117.0,18853.0,3604.0,620.0,135.0,0
0,81.0,86.0,103.0,19562.0,4507.0,810.0,238.0,0
0,109.0,98.0,88.0,24874.0,5742.0,897.0,224.0,0
1,95.0,64.0,117.0,21039.0,4735.0,625.0,180.0,0
1,123.0,89.0,89.0,20008.0,5154.0,844.0,186.0,0
0,61.0,99.0,124.0,19341.0,5718.0,789.0,252.0,0
1,114.0,80.0,98.0,24171.0,4858.0,676.0,151.0,0
1,81.0,79.0,100.0,18762.0,4425.0,614.0,97.0,0
0,61.0,45.0,117.0,12619.0,4576.0,768.0,160.0,0
1,84.0,95.0,129.0,21968.0,5198.0,711.0,183.0,0
0,80.0,79.0,87.0,12778.0,4892.0,835.0,191.0,0
0,112.0,51.0,131.0,24647.0,4472.0,1089.0,272.0,0
1,106.0,121.0,120.0,27987.0,6042.0,1024.0,207.0,0
0,132.0,71.0,143.0,27615.0,5528.0,1119.0,278.0,0
1,137.0,42.0,120.0,26535.0,5245.0,738.0,153.0,0
0,111.0,75.0,115.0,23416.0,5735.0,856.0,204.0,0
0,57.0,93.0,103.0,14060.0,4827.0,816.0,244.0,0
0,139.0,89.0,124.0,31271.0,5488.0,1114.0,268.0,0
0,132.0,63.0,111.0,23647.0,5384.0,1206.0,235.0,0
0,115.0,47.0,97.0,20553.0,4182.0,1072.0,182.0,0
1,66.0,67.0,119.0,14212.0,5142.0,576.0,148.0,0
1,109.0,112.0,105.0,26185.0,6297.0,804.0,181.0,0
0,90.0,42.0,121.0,17381.0,4713.0,686.0,187.0,0
0,94.0,92.0,104.0,25266.0,6511.0,904.0,247.0,0
0,113.0,88.0,100.0,24415.0,4823.0,872.0,262.0,0
0,131.0,61.0,119.0,22919.0,5396.0,1129.0,192.0,0
1,87.0,112.0,126.0,23967.0,6254.0,744.0,217.0,0
1,102.0,88.0,88.0,18873.0,5024.0,723.0,151.0,0
1,105.0,75.0,141.0,27665.0,6036.0,631.0,193.0,0
1,111.0,70.0,109.0,20400.0,4978.0,674.0,157.0,0
1,67.0,78.0,106.0,15333.0,4317.0,581.0,151.0,0
0,128.0,85.0,123.0,23600.0,6391.0,1263.0,249.0,0
0,112.0,91.0,109.0,23376.0,5521.0,1099.0,213.0,0
1,50.0,80.0,103.0,13623.0,4551.0,539.0,122.0,0
0,139.0,64.0,99.0,26191.0,4630.0,1105.0,239.0,0
0,72.0,84.0,107.0,18942.0,5311.0,927.0,213.0,0
1,151.0,50.0,110.0,24252.0,5081.0,764.0,144.0,0
1,104.0,75.0,115.0,20072.0,4920.0,769.0,137.0,0
0,81.0,79.0,116.0,20255.0,3794.0,917.0,248.0,0
0,110.0,135.0,127.0,30956.0,7369.0,1314.0,249.0,0
1,96.0,43.0,106.0,17888.0,3777.0,516.0,123.0,0
0,78.0,65.0,99.0,15377.0,4648.0,809.0,188.0,0
1,71.0,59.0,99.0,15931.0,4062.0,485.0,126.0,0
1,66.0,73.0,110.0,19627.0,4379.0,531.0,136.0,0
0,102.0,117.0,102.0,24420.0,6507.0,1242.0,321.0,0
1,104.0,86.0,89.0,19490.0,4548.0,770.0,151.0,0
1,59.0,72.0,102.0,14700.0,3831.0,493.0,120.0,0
0,103.0,76.0,133.0,21797.0,5831.0,955.0,242.0,0
1,115.0,81.0,86.0,24240.0,4819.0,630.0,168.0,0
0,115.0,68.0,96.0,23561.0,5107.0,1060.0,201.0,0
1,102.0,105.0,134.0,27907.0,6164.0,712.0,208.0,0
0,91.0,65.0,109.0,19748.0,4328.0,900.0,239.0,0
1,67.0,83.0,125.0,22038.0,4992.0,610.0,177.0,0
0,141.0,69.0,126.0,22788.0,6547.0,1216.0,225.0,0
0,98.0,129.0,122.0,21554.0,6315.0,1262.0,316.0,0
0,58.0,62.0,75.0,11066.0,3512.0,532.0,159.0,0
0,113.0,79.0,102.0,22282.0,4949.0,1103.0,271.0,0
1,105.0,51.0,119.0,19891.0,5960.0,550.0,141.0,0
0,85.0,64.0,131.0,19274.0,5511.0,845.0,222.0,0
1,143.0,84.0,91.0,26117.0,5548.0,733.0,174.0,0
0,89.0,84.0,114.0,19793.0,6554.0,954.0,259.0,0
1,108.0,111.0,114.0,30390.0,5516.0,723.0,235.0,0
0,123.0,54.0,101.0,22766.0,4381.0,1027.0,215.0,0
1,123.0,91.0,126.0,28788.0,5470.0,840.0,194.0,0
1,69.0,86.0,110.0,18375.0,5235.0,550.0,164.0,0
0,114.0,60.0,107.0,25602.0,5212.0,1087.0,216.0,0
1,116.0,104.0,102.0,26761.0,6169.0,717.0,218.0,0
1,107.0,87.0,108.0,24910.0,4731.0,752.0,163.0,0
0,96.0,78.0,122.0,20177.0,5048.0,952.0,257.0,0
1,109.0,78.0,86.0,21435.0,3746.0,758.0,142.0,0
1,84.0,82.0,101.0,20349.0,4855.0,645.0,121.0,0
1,103.0,65.0,114.0,21181.0,4812.0,685.0,131.0,0
0,97.0,62.0,109.0,20952.0,4889.0,1036.0,180.0,0
0,109.0,75.0,82.0,21842.0,4786.0,932.0,201.0,0
0,52.0,92.0,125.0,15248.0,4791.0,755.0,242.0,0
1,66.0,99.0,98.0,15248.0,5055.0,596.0,145.0,0
1,130.0,89.0,103.0,28135.0,5853.0,865.0,203.0,0
0,112.0,57.0,113.0,21718.0,4812.0,1045.0,199.0,0
1,105.0,61.0,118.0,17808.0,5186.0,765.0,180.0,0
0,87.0,67.0,131.0,16169.0,5451.0,870.0,247.0,0
1,117.0,52.0,81.0,20946.0,4129.0,627.0,128.0,0
0,53.0,97.0,111.0,18140.0,4112.0,899.0,241.0,0
0,102.0,61.0,79.0,19625.0,4333.0,818.0,154.0,0
1,127.0,66.0,100.0,25409.0,5023.0,663.0,154.0,0
1,106.0,115.0,113.0,23661.0,6520.0,957.0,194.0,0
0,147.0,91.0,79.0,25802.0,4876.0,1293.0,256.0,0
0,84.0,75.0,121.0,21352.0,5314.0,894.0,268.0,0
1,95.0,81.0,135.0,23461.0,5235.0,777.0,179.0,0
1,83.0,70.0,99.0,17224.0,4241.0,560.0,143.0,0
0,124.0,97.0,126.0,30417.0,6115.0,1086.0,309.0,0
0,127.0,66.0,106.0,25016.0,5077.0,1120.0,215.0,0
1,66.0,78.0,110.0,17338.0,5218.0,731.0,153.0,0
0,105.0,32.0,111.0,19367.0,3786.0,871.0,173.0,0
0,95.0,63.0,104.0,22158.0,4298.0,851.0,186.0,0
1,104.0,48.0,92.0,16901.0,3692.0,596.0,132.0,0
1,93.0,56.0,113.0,17612.0,4923.0,661.0,138.0,0
1,79.0,99.0,110.0,21319.0,5248.0,669.0,172.0,0
1,100.0,107.0,98.0,24327.0,6246.0,693.0,184.0,0
0,72.0,74.0,86.0,17736.0,3795.0,898.0,167.0,0
0,115.0,63.0,105.0,23239.0,4834.0,981.0,218.0,0
1,105.0,86.0,107.0,22477.0,5774.0,720.0,161.0,0
1,114.0,71.0,112.0,25718.0,5025.0,710.0,179.0,0
1,60.0,97.0,115.0,17206.0,4999.0,569.0,165.0,0
0,126.0,76.0,90.0,25087.0,5474.0,1057.0,231.0,0
1,93.0,60.0,117.0,21276.0,4907.0,592.0,135.0,0
1,109.0,89.0,97.0,24979.0,5483.0,690.0,182.0,0
0,139.0,94.0,83.0,25986.0,5333.0,1215.0,231.0,0
1,90.0,71.0,105.0,15464.0,5664.0,679.0,152.0,0
0,91.0,33.0,97.0,16607.0,3288.0,769.0,171.0,0
0,82.0,112.0,88.0,23551.0,5317.0,1249.0,189.0,0
1,107.0,93.0,110.0,23732.0,5361.0,858.0,187.0,0
0,132.0,101.0,130.0,27620.0,6660.0,1198.0,320.0,0
0,83.0,65.0,121.0,19749.0,4288.0,759.0,247.0,0
1,90.0,103.0,111.0,21776.0,6106.0,671.0,177.0,0
1,82.0,70.0,90.0,19739.0,4503.0,668.0,111.0,0
1,99.0,76.0,104.0,18695.0,5509.0,699.0,158.0,0
0,78.0,79.0,112.0,21105.0,4621.0,868.0,257.0,0
0,107.0,60.0,123.0,19805.0,4687.0,859.0,201.0,0
1,127.0,93.0,123.0,25724.0,6910.0,869.0,180.0,0
1,89.0,79.0,85.0,23609.0,4938.0,634.0,134.0,0
0,114.0,75.0,114.0,23142.0,5496.0,1044.0,278.0,0
0,119.0,79.0,130.0,27501.0,4983.0,877.0,252.0,0
1,111.0,96.0,99.0,21272.0,5850.0,824.0,182.0,0
0,100.0,103.0,115.0,24619.0,6031.0,976.0,291.0,0
0,128.0,96.0,103.0,30811.0,6109.0,1312.0,249.0,0
1,99.0,68.0,97.0,19146.0,3903.0,577.0,150.0,0
0,128.0,60.0,118.0,20819.0,6158.0,1098.0,238.0,0
1,101.0,92.0,110.0,23995.0,6209.0,795.0,157.0,0
0,91.0,81.0,100.0,17442.0,5073.0,1020.0,221.0,0
1,92.0,80.0,132.0,24342.0,4703.0,599.0,187.0,0
0,59.0,88.0,104.0,16111.0,4984.0,761.0,222.0,0
1,136.0,104.0,98.0,30492.0,6454.0,877.0,228.0,0
1,108.0,79.0,118.0,24029.0,6019.0,805.0,167.0,0
1,96.0,88.0,80.0,20193.0,4732.0,656.0,138.0,0
1,66.0,92.0,100.0,17779.0,4465.0,682.0,141.0,0
0,90.0,57.0,123.0,19407.0,5414.0,831.0,204.0,0
0,99.0,44.0,101.0,14084.0,4178.0,784.0,169.0,0
0,123.0,98.0,105.0,28230.0,5706.0,1177.0,263.0,0
0,84.0,94.0,84.0,20122.0,3983.0,900.0,183.0,0
1,158.0,65.0,135.0,31461.0,6651.0,934.0,180.0,0
0,104.0,128.0,141.0,25460.0,7168.0,1355.0,313.0,0
0,113.0,68.0,96.0,25239.0,4720.0,883.0,211.0,0
1,140.0,87.0,103.0,27151.0,5255.0,826.0,186.0,0
1,89.0,91.0,139.0,20193.0,6494.0,804.0,154.0,0
0,105.0,90.0,104.0,25186.0,5202.0,949.0,251.0,0
0,99.0,89.0,91.0,18124.0,5525.0,1012.0,223.0,0
0,93.0,95.0,115.0,19933.0,5839.0,920.0,251.0,0
0,75.0,78.0,121.0,18176.0,4591.0,953.0,173.0,0
1,127.0,72.0,130.0,23337.0,5386.0,791.0,177.0,0
1,106.0,100.0,118.0,26761.0,5306.0,913.0,208.0,0
0,76.0,67.0,110.0,14805.0,5432.0,790.0,211.0,0
0,114.0,73.0,119.0,19302.0,5905.0,1142.0,226.0,0
1,84.0,65.0,123.0,21445.0,4686.0,530.0,171.0,0
1,118.0,106.0,122.0,27066.0,6949.0,773.0,212.0,0
1,152.0,66.0,111.0,26975.0,5636.0,763.0,161.0,0
1,145.0,73.0,84.0,28975.0,5419.0,766.0,173.0,0
0,72.0,61.0,98.0,14634.0,4334.0,777.0,208.0,0
0,126.0,104.0,97.0,31838.0,5641.0,1006.0,287.0,0
1,133.0,86.0,112.0,24190.0,6177.0,851.0,158.0,0
0,83.0,104.0,115.0,22892.0,5917.0,939.0,266.0,0
1,82.0,57.0,86.0,14685.0,3925.0,535.0,124.0,0
0,102.0,91.0,98.0,23702.0,5580.0,835.0,240.0,0
0,115.0,111.0,114.0,28353.0,6534.0,1318.0,314.0,0
0,129.0,63.0,121.0,28476.0,5128.0,1097.0,256.0,0
0,104.0,61.0,116.0,23160.0,4992.0,895.0,251.0,0
0,93.0,87.0,125.0,22668.0,5650.0,1089.0,271.0,0
1,80.0,97.0,109.0,19448.0,5825.0,665.0,180.0,0
1,93.0,85.0,118.0,22950.0,4811.0,732.0,168.0,0
1,91.0,39.0,116.0,17767.0,4595.0,556.0,133.0,0
0,74.0,77.0,100.0,13235.0,4830.0,760.0,220.0,0
1,115.0,126.0,113.0,29201.0,6953.0,859.0,186.0,0
1,113.0,74.0,96.0,21341.0,4100.0,700.0,153.0,0
